ObjectId,Country,ISO2,ISO3,Indicator,Variable,Unit,Model,Scenarios,Source,CTS_Code,CTS_Name,CTS_Full_Descriptor,F2020,F2025,F2030,F2035,F2040,F2045,F2050
266,"Afghanistan, Islamic Rep. of",AF,AFG,Primary energy,Hydro,EJ/yr,REMIND-MAgPIE,Current Policies,"Sources: NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0002,0.0003,0.0007,0.0011,0.0016,0.0022,0.0029
267,"Afghanistan, Islamic Rep. of",AF,AFG,Primary energy,Hydro,EJ/yr,REMIND-MAgPIE,Delayed transition,"Sources: NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0002,0.0003,0.0007,0.0006,0.0011,0.0016,0.0024
268,"Afghanistan, Islamic Rep. of",AF,AFG,Primary energy,Hydro,EJ/yr,REMIND-MAgPIE,Fragmented World,"Sources: NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0002,0.0003,0.0007,0.0009,0.0013,0.0018,0.0023
269,"Afghanistan, Islamic Rep. of",AF,AFG,Primary energy,Hydro,EJ/yr,REMIND-MAgPIE,Low Demand,"Sources: NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0002,0.0011,0.0019,0.0032,0.005,0.0078,0.011
270,"Afghanistan, Islamic Rep. of",AF,AFG,Primary energy,Hydro,EJ/yr,REMIND-MAgPIE,Nationally Determined Contributions (NDCs),"Sources: NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0002,0.0003,0.0006,0.001,0.0015,0.0022,0.0028
271,"Afghanistan, Islamic Rep. of",AF,AFG,Primary energy,Hydro,EJ/yr,REMIND-MAgPIE,Net Zero 2050,"Sources: NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0002,0.0002,0.0006,0.001,0.0017,0.0031,0.0046
272,"Afghanistan, Islamic Rep. of",AF,AFG,Final energy,Hydrogen,EJ/yr,GCAM,Below 2°C,"Sources: NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0,0.0001,0.0005,0.0011,0.002,0.0035,0.007
273,"Afghanistan, Islamic Rep. of",AF,AFG,Final energy,Hydrogen,EJ/yr,GCAM,Current Policies,"Sources: NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0,0.0002,0.0005,0.001,0.0016,0.0025,0.0039
274,"Afghanistan, Islamic Rep. of",AF,AFG,Final energy,Hydrogen,EJ/yr,GCAM,Delayed transition,"Sources: NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0,0.0002,0.0005,0.0009,0.0016,0.0031,0.0061
275,"Afghanistan, Islamic Rep. of",AF,AFG,Final energy,Hydrogen,EJ/yr,GCAM,Fragmented World,"Sources: NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0,0.0002,0.0005,0.0011,0.0017,0.0028,0.0043
276,"Afghanistan, Islamic Rep. of",AF,AFG,Final energy,Hydrogen,EJ/yr,GCAM,Low Demand,"Sources: NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0,0.0001,0.0004,0.0012,0.0021,0.0051,0.0128
277,"Afghanistan, Islamic Rep. of",AF,AFG,Final energy,Hydrogen,EJ/yr,GCAM,Nationally Determined Contributions (NDCs),"Sources: NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0,0.0001,0.0005,0.001,0.0016,0.0025,0.004
278,"Afghanistan, Islamic Rep. of",AF,AFG,Final energy,Hydrogen,EJ/yr,GCAM,Net Zero 2050,"Sources: NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0,0.0001,0.0004,0.0014,0.0027,0.0076,0.0173
279,"Afghanistan, Islamic Rep. of",AF,AFG,Final energy,Hydrogen,EJ/yr,MESSAGEix-GLOBIOM,Below 2°C,"Sources: NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0,0,0,0.0002,0.0002,0.0012,0.0034
280,"Afghanistan, Islamic Rep. of",AF,AFG,Final energy,Hydrogen,EJ/yr,MESSAGEix-GLOBIOM,Current Policies,"Sources: NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0,0,0,0.0002,0.0002,0.0003,0.0003
281,"Afghanistan, Islamic Rep. of",AF,AFG,Final energy,Hydrogen,EJ/yr,MESSAGEix-GLOBIOM,Delayed transition,"Sources: NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0,0,0,0.0002,0.0014,0.0036,0.0083
282,"Afghanistan, Islamic Rep. of",AF,AFG,Final energy,Hydrogen,EJ/yr,MESSAGEix-GLOBIOM,Fragmented World,"Sources: NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0,0,0,0.0002,0.0002,0.0003,0.0004
283,"Afghanistan, Islamic Rep. of",AF,AFG,Final energy,Hydrogen,EJ/yr,MESSAGEix-GLOBIOM,Low Demand,"Sources: NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0,0,0,0.001,0.0029,0.0073,0.0161
284,"Afghanistan, Islamic Rep. of",AF,AFG,Final energy,Hydrogen,EJ/yr,MESSAGEix-GLOBIOM,Nationally Determined Contributions (NDCs),"Sources: NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0,0,0,0.0003,0.0003,0.0004,0.0004
285,"Afghanistan, Islamic Rep. of",AF,AFG,Final energy,Hydrogen,EJ/yr,MESSAGEix-GLOBIOM,Net Zero 2050,"Sources: NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0,0,0,0.0007,0.0021,0.0046,0.0084
286,"Afghanistan, Islamic Rep. of",AF,AFG,Final energy,Hydrogen,EJ/yr,REMIND-MAgPIE,Below 2°C,"Sources: NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0002,0.0009,0.0024,0.0048,0.0096,0.0213,0.0502
287,"Afghanistan, Islamic Rep. of",AF,AFG,Final energy,Hydrogen,EJ/yr,REMIND-MAgPIE,Current Policies,"Sources: NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0002,0.001,0.0024,0.0047,0.0082,0.0134,0.0222
288,"Afghanistan, Islamic Rep. of",AF,AFG,Final energy,Hydrogen,EJ/yr,REMIND-MAgPIE,Delayed transition,"Sources: NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0002,0.001,0.0024,0.0042,0.0084,0.0195,0.0465
289,"Afghanistan, Islamic Rep. of",AF,AFG,Final energy,Hydrogen,EJ/yr,REMIND-MAgPIE,Fragmented World,"Sources: NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0002,0.001,0.0024,0.0047,0.0078,0.0125,0.0224
290,"Afghanistan, Islamic Rep. of",AF,AFG,Final energy,Hydrogen,EJ/yr,REMIND-MAgPIE,Low Demand,"Sources: NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0002,0.0013,0.003,0.0059,0.0101,0.0267,0.0697
291,"Afghanistan, Islamic Rep. of",AF,AFG,Final energy,Hydrogen,EJ/yr,REMIND-MAgPIE,Nationally Determined Contributions (NDCs),"Sources: NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0002,0.001,0.0026,0.005,0.0086,0.0158,0.0316
292,"Afghanistan, Islamic Rep. of",AF,AFG,Final energy,Hydrogen,EJ/yr,REMIND-MAgPIE,Net Zero 2050,"Sources: NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0002,0.0008,0.0027,0.0045,0.0146,0.049,0.0941
293,"Afghanistan, Islamic Rep. of",AF,AFG,Emissions and CCS,Industrial processes CCS,Mt CO2/yr,GCAM,Below 2°C,"Sources: NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0,0,0,0.1018,0.2788,0.5217,0.8796
294,"Afghanistan, Islamic Rep. of",AF,AFG,Emissions and CCS,Industrial processes CCS,Mt CO2/yr,GCAM,Current Policies,"Sources: NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0,0,0,0.0056,0.0092,0.0128,0.0172
295,"Afghanistan, Islamic Rep. of",AF,AFG,Emissions and CCS,Industrial processes CCS,Mt CO2/yr,GCAM,Delayed transition,"Sources: NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0,0,0,0.0336,0.151,0.3723,0.7291
296,"Afghanistan, Islamic Rep. of",AF,AFG,Emissions and CCS,Industrial processes CCS,Mt CO2/yr,GCAM,Fragmented World,"Sources: NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0,0,0,0.0056,0.009,0.0125,0.0169
297,"Afghanistan, Islamic Rep. of",AF,AFG,Emissions and CCS,Industrial processes CCS,Mt CO2/yr,GCAM,Low Demand,"Sources: NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0,0,0,0.1128,0.3133,0.5804,0.95
298,"Afghanistan, Islamic Rep. of",AF,AFG,Emissions and CCS,Industrial processes CCS,Mt CO2/yr,GCAM,Nationally Determined Contributions (NDCs),"Sources: NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0,0,0,0.0143,0.035,0.0734,0.1569
299,"Afghanistan, Islamic Rep. of",AF,AFG,Emissions and CCS,Industrial processes CCS,Mt CO2/yr,GCAM,Net Zero 2050,"Sources: NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0,0,0,0.1743,0.3971,0.697,1.0707
300,"Afghanistan, Islamic Rep. of",AF,AFG,Emissions and CCS,Industrial processes CCS,Mt CO2/yr,MESSAGEix-GLOBIOM,Below 2°C,"Sources: NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0,0,0,0,0.1769,0.2111,0.2638
301,"Afghanistan, Islamic Rep. of",AF,AFG,Emissions and CCS,Industrial processes CCS,Mt CO2/yr,MESSAGEix-GLOBIOM,Current Policies,"Sources: NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0,0,0,0,0,0,0
302,"Afghanistan, Islamic Rep. of",AF,AFG,Emissions and CCS,Industrial processes CCS,Mt CO2/yr,MESSAGEix-GLOBIOM,Delayed transition,"Sources: NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0,0,0,0,0,0,0.4911
303,"Afghanistan, Islamic Rep. of",AF,AFG,Emissions and CCS,Industrial processes CCS,Mt CO2/yr,MESSAGEix-GLOBIOM,Fragmented World,"Sources: NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0,0,0,0,1.0637,1.2954,1.5904
304,"Afghanistan, Islamic Rep. of",AF,AFG,Emissions and CCS,Industrial processes CCS,Mt CO2/yr,MESSAGEix-GLOBIOM,Low Demand,"Sources: NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0,0,1.6419,2.8762,4.7121,6.2436,7.5557
305,"Afghanistan, Islamic Rep. of",AF,AFG,Emissions and CCS,Industrial processes CCS,Mt CO2/yr,MESSAGEix-GLOBIOM,Nationally Determined Contributions (NDCs),"Sources: NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0,0,0,0,0,0,0
306,"Afghanistan, Islamic Rep. of",AF,AFG,Emissions and CCS,Industrial processes CCS,Mt CO2/yr,MESSAGEix-GLOBIOM,Net Zero 2050,"Sources: NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0,0,0.5905,0.609,0.9872,2.492,5.8636
307,"Afghanistan, Islamic Rep. of",AF,AFG,Emissions and CCS,Industrial processes CCS,Mt CO2/yr,REMIND-MAgPIE,Below 2°C,"Sources: NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,,0,0,0,0,0.4863,1.1952
308,"Afghanistan, Islamic Rep. of",AF,AFG,Emissions and CCS,Industrial processes CCS,Mt CO2/yr,REMIND-MAgPIE,Delayed transition,"Sources: NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,,,,0,0.2993,0.8966,1.6527
309,"Afghanistan, Islamic Rep. of",AF,AFG,Emissions and CCS,Industrial processes CCS,Mt CO2/yr,REMIND-MAgPIE,Low Demand,"Sources: NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,,0,0,0.5209,1.5894,3.1031,5.2748
310,"Afghanistan, Islamic Rep. of",AF,AFG,Emissions and CCS,Industrial processes CCS,Mt CO2/yr,REMIND-MAgPIE,Nationally Determined Contributions (NDCs),"Sources: NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,,0,0,0,0,0,0
311,"Afghanistan, Islamic Rep. of",AF,AFG,Emissions and CCS,Industrial processes CCS,Mt CO2/yr,REMIND-MAgPIE,Net Zero 2050,"Sources: NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,,0,0,0.2619,0.7072,1.3289,1.7914
312,"Afghanistan, Islamic Rep. of",AF,AFG,Final energy,Liquids,EJ/yr,GCAM,Below 2°C,"Sources: NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0777,0.1059,0.1173,0.1316,0.1537,0.183,0.1938
313,"Afghanistan, Islamic Rep. of",AF,AFG,Final energy,Liquids,EJ/yr,GCAM,Current Policies,"Sources: NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.082,0.1196,0.1452,0.1731,0.2042,0.2337,0.2649
314,"Afghanistan, Islamic Rep. of",AF,AFG,Final energy,Liquids,EJ/yr,GCAM,Delayed transition,"Sources: NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0822,0.1206,0.1469,0.1402,0.1625,0.1874,0.2131
315,"Afghanistan, Islamic Rep. of",AF,AFG,Final energy,Liquids,EJ/yr,GCAM,Fragmented World,"Sources: NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0753,0.1025,0.123,0.1506,0.1864,0.2175,0.254
316,"Afghanistan, Islamic Rep. of",AF,AFG,Final energy,Liquids,EJ/yr,GCAM,Low Demand,"Sources: NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0799,0.1046,0.1056,0.117,0.1386,0.1363,0.1259
317,"Afghanistan, Islamic Rep. of",AF,AFG,Final energy,Liquids,EJ/yr,GCAM,Nationally Determined Contributions (NDCs),"Sources: NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0753,0.1024,0.1231,0.147,0.1755,0.2013,0.2294
318,"Afghanistan, Islamic Rep. of",AF,AFG,Final energy,Liquids,EJ/yr,GCAM,Net Zero 2050,"Sources: NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0825,0.1133,0.1189,0.1279,0.1452,0.1292,0.1115
319,"Afghanistan, Islamic Rep. of",AF,AFG,Final energy,Liquids,EJ/yr,MESSAGEix-GLOBIOM,Below 2°C,"Sources: NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0943,0.1213,0.1528,0.1969,0.2506,0.3037,0.3417
320,"Afghanistan, Islamic Rep. of",AF,AFG,Final energy,Liquids,EJ/yr,MESSAGEix-GLOBIOM,Current Policies,"Sources: NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.089,0.113,0.1397,0.178,0.2237,0.2904,0.3651
321,"Afghanistan, Islamic Rep. of",AF,AFG,Final energy,Liquids,EJ/yr,MESSAGEix-GLOBIOM,Delayed transition,"Sources: NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0889,0.1128,0.14,0.2051,0.2534,0.2928,0.3145
322,"Afghanistan, Islamic Rep. of",AF,AFG,Final energy,Liquids,EJ/yr,MESSAGEix-GLOBIOM,Fragmented World,"Sources: NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0934,0.1207,0.1525,0.2054,0.2594,0.3287,0.3996
323,"Afghanistan, Islamic Rep. of",AF,AFG,Final energy,Liquids,EJ/yr,MESSAGEix-GLOBIOM,Low Demand,"Sources: NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.1101,0.1618,0.2635,0.3221,0.3669,0.3709,0.3716
324,"Afghanistan, Islamic Rep. of",AF,AFG,Final energy,Liquids,EJ/yr,MESSAGEix-GLOBIOM,Nationally Determined Contributions (NDCs),"Sources: NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0898,0.115,0.1433,0.1837,0.2303,0.2981,0.3847
325,"Afghanistan, Islamic Rep. of",AF,AFG,Final energy,Liquids,EJ/yr,MESSAGEix-GLOBIOM,Net Zero 2050,"Sources: NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0936,0.119,0.1299,0.1497,0.1689,0.1799,0.2101
326,"Afghanistan, Islamic Rep. of",AF,AFG,Final energy,Liquids,EJ/yr,REMIND-MAgPIE,Below 2°C,"Sources: NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.354,0.4432,0.5646,0.6944,0.8334,0.9412,1.0227
327,"Afghanistan, Islamic Rep. of",AF,AFG,Final energy,Liquids,EJ/yr,REMIND-MAgPIE,Current Policies,"Sources: NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.354,0.4599,0.5731,0.6853,0.8141,0.9403,1.0717
328,"Afghanistan, Islamic Rep. of",AF,AFG,Final energy,Liquids,EJ/yr,REMIND-MAgPIE,Delayed transition,"Sources: NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.354,0.4599,0.5731,0.6251,0.791,0.9021,0.9813
329,"Afghanistan, Islamic Rep. of",AF,AFG,Final energy,Liquids,EJ/yr,REMIND-MAgPIE,Fragmented World,"Sources: NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.354,0.4599,0.5731,0.665,0.7935,0.9173,1.045
330,"Afghanistan, Islamic Rep. of",AF,AFG,Final energy,Liquids,EJ/yr,REMIND-MAgPIE,Low Demand,"Sources: NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.354,0.5673,0.7307,0.8359,0.9296,0.9923,1.0445
331,"Afghanistan, Islamic Rep. of",AF,AFG,Final energy,Liquids,EJ/yr,REMIND-MAgPIE,Nationally Determined Contributions (NDCs),"Sources: NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.354,0.4407,0.5617,0.6903,0.8463,0.9844,1.1075
332,"Afghanistan, Islamic Rep. of",AF,AFG,Final energy,Liquids,EJ/yr,REMIND-MAgPIE,Net Zero 2050,"Sources: NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.354,0.4533,0.5739,0.6724,0.7842,0.8523,0.9032
333,"Afghanistan, Islamic Rep. of",AF,AFG,Emissions and CCS,LULUCF CO2 emissions,Mt CO2/yr,GCAM,Below 2°C,"Sources: NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,-0.1776,-0.459,-0.7404,-1.2742,-1.808,-1.921,-2.0341
334,"Afghanistan, Islamic Rep. of",AF,AFG,Emissions and CCS,LULUCF CO2 emissions,Mt CO2/yr,GCAM,Current Policies,"Sources: NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,-0.1776,-0.3627,-0.5477,-1.031,-1.5143,-1.5005,-1.4866
335,"Afghanistan, Islamic Rep. of",AF,AFG,Emissions and CCS,LULUCF CO2 emissions,Mt CO2/yr,GCAM,Delayed transition,"Sources: NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,-0.1776,-0.2097,-0.2417,-0.9275,-1.6133,-1.8784,-2.1436
336,"Afghanistan, Islamic Rep. of",AF,AFG,Emissions and CCS,LULUCF CO2 emissions,Mt CO2/yr,GCAM,Fragmented World,"Sources: NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,-0.1776,-0.2632,-0.3488,-0.9767,-1.6047,-1.9343,-2.264
337,"Afghanistan, Islamic Rep. of",AF,AFG,Emissions and CCS,LULUCF CO2 emissions,Mt CO2/yr,GCAM,Low Demand,"Sources: NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,-0.1776,-0.3319,-0.4862,-0.7399,-0.9936,-1.2473,-1.501
338,"Afghanistan, Islamic Rep. of",AF,AFG,Emissions and CCS,LULUCF CO2 emissions,Mt CO2/yr,GCAM,Nationally Determined Contributions (NDCs),"Sources: NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,-0.1776,-0.3394,-0.5011,-0.9612,-1.4213,-1.583,-1.7448
339,"Afghanistan, Islamic Rep. of",AF,AFG,Emissions and CCS,LULUCF CO2 emissions,Mt CO2/yr,GCAM,Net Zero 2050,"Sources: NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,-0.1776,-0.3376,-0.4976,-0.757,-1.0164,-1.2758,-1.5352
340,"Afghanistan, Islamic Rep. of",AF,AFG,Emissions and CCS,LULUCF CO2 emissions,Mt CO2/yr,MESSAGEix-GLOBIOM,Below 2°C,"Sources: NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,-0.1776,-1.5978,-3.1198,-3.9241,-4.688,-5.0863,-5.4635
341,"Afghanistan, Islamic Rep. of",AF,AFG,Emissions and CCS,LULUCF CO2 emissions,Mt CO2/yr,MESSAGEix-GLOBIOM,Current Policies,"Sources: NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,-0.1776,-1.8188,-3.4292,-4.4926,-5.5027,-5.9483,-6.4265
342,"Afghanistan, Islamic Rep. of",AF,AFG,Emissions and CCS,LULUCF CO2 emissions,Mt CO2/yr,MESSAGEix-GLOBIOM,Delayed transition,"Sources: NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,-0.1776,-1.6658,-3.1232,-4.0709,-4.9132,-5.2411,-5.6178
343,"Afghanistan, Islamic Rep. of",AF,AFG,Emissions and CCS,LULUCF CO2 emissions,Mt CO2/yr,MESSAGEix-GLOBIOM,Fragmented World,"Sources: NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.2055,-1.3362,-2.8471,-3.8822,-4.83,-5.3652,-5.9065
344,"Afghanistan, Islamic Rep. of",AF,AFG,Emissions and CCS,LULUCF CO2 emissions,Mt CO2/yr,MESSAGEix-GLOBIOM,Low Demand,"Sources: NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,-0.1776,-1.4524,-2.8623,-3.4196,-3.9482,-4.5281,-5.0873
345,"Afghanistan, Islamic Rep. of",AF,AFG,Emissions and CCS,LULUCF CO2 emissions,Mt CO2/yr,MESSAGEix-GLOBIOM,Nationally Determined Contributions (NDCs),"Sources: NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,-0.1776,-1.6513,-3.125,-4.0346,-4.9152,-5.5434,-6.149
346,"Afghanistan, Islamic Rep. of",AF,AFG,Emissions and CCS,LULUCF CO2 emissions,Mt CO2/yr,MESSAGEix-GLOBIOM,Net Zero 2050,"Sources: NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,-0.1776,-1.4524,-2.9525,-3.8058,-4.7673,-5.4992,-6.0518
347,"Afghanistan, Islamic Rep. of",AF,AFG,Emissions and CCS,LULUCF CO2 emissions,Mt CO2/yr,REMIND-MAgPIE,Below 2°C,"Sources: NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,-0.1776,-0.1478,-0.032,-0.5518,-0.6211,-0.2376,0.1432
348,"Afghanistan, Islamic Rep. of",AF,AFG,Emissions and CCS,LULUCF CO2 emissions,Mt CO2/yr,REMIND-MAgPIE,Current Policies,"Sources: NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,-0.1776,-0.0864,0.0861,-0.0557,-0.2584,0.1614,0.7707
349,"Afghanistan, Islamic Rep. of",AF,AFG,Emissions and CCS,LULUCF CO2 emissions,Mt CO2/yr,REMIND-MAgPIE,Delayed transition,"Sources: NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,-0.1776,-0.0864,0.0861,-0.5877,-0.66,-0.2612,0.1504
350,"Afghanistan, Islamic Rep. of",AF,AFG,Emissions and CCS,LULUCF CO2 emissions,Mt CO2/yr,REMIND-MAgPIE,Fragmented World,"Sources: NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,-0.1776,-0.0864,0.0861,-0.2389,-0.2688,-0.0936,-0.0043
351,"Afghanistan, Islamic Rep. of",AF,AFG,Emissions and CCS,LULUCF CO2 emissions,Mt CO2/yr,REMIND-MAgPIE,Low Demand,"Sources: NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,-0.1776,-0.0682,0.1204,-0.2949,-0.1709,0.0343,0.2123
352,"Afghanistan, Islamic Rep. of",AF,AFG,Emissions and CCS,LULUCF CO2 emissions,Mt CO2/yr,REMIND-MAgPIE,Nationally Determined Contributions (NDCs),"Sources: NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,-0.1776,-0.1593,-0.0014,-0.099,-0.2233,-0.0922,0.0593
353,"Afghanistan, Islamic Rep. of",AF,AFG,Emissions and CCS,LULUCF CO2 emissions,Mt CO2/yr,REMIND-MAgPIE,Net Zero 2050,"Sources: NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,-0.1776,-0.0342,0.1498,-0.3413,-0.2406,-0.0511,0.2487
